Date,Open,High,Low,Close,Adj Close,Volume
7/31/17,160.600006,160.850006,157.779999,158.5,128.239365,3627000
8/1/17,165.25,165.5,159.179993,164.580002,133.158585,3144100
8/2/17,162.460007,165.350006,160.309998,161.369995,130.561462,2486400
8/3/17,160.940002,163.550003,160.130005,161.949997,131.030701,1919500
8/4/17,162.210007,164.770004,161.770004,164.529999,133.118149,1647200
8/7/17,164.460007,167.119995,163.479996,166.369995,134.606857,1534200
8/8/17,165.759995,166.979996,162.300003,164.089996,132.762161,1387900
8/9/17,164.070007,164.389999,161.619995,163.410004,132.211975,1194800
8/10/17,163.149994,163.149994,161.009995,161.149994,130.383438,1191500
8/11/17,160.350006,160.929993,156,157.889999,127.745811,1839300
8/14/17,158.580002,160.960007,158.070007,160.339996,129.728104,1644600
8/15/17,157.940002,158.520004,155.380005,157.490005,128.868912,2024300
8/16/17,158.25,159.610001,157.350006,157.949997,129.245316,2043300
8/17/17,157.75,158.789993,157.199997,157.199997,128.631622,1302700
8/18/17,155.770004,156.160004,152.509995,153.580002,125.66951,2131500
8/21/17,153.919998,155.490005,152.550003,154.580002,126.487778,1145800
8/22/17,154.830002,155.679993,152.919998,153.229996,125.383087,1052100
8/23/17,153.100006,157.759995,152.970001,157.570007,128.934402,1731200
8/24/17,158.669998,161.070007,156.380005,156.660004,128.189758,2289900
8/25/17,157.169998,159.990005,155.850006,159.039993,130.137207,1501200
8/28/17,159.199997,159.690002,156.110001,156.830002,128.328857,1100900
8/29/17,156.419998,157.559998,155.669998,156.25,127.85424,1068500
8/30/17,156.699997,157.119995,154.449997,157.020004,128.484344,909100
8/31/17,157.529999,158.589996,156.479996,156.850006,128.34523,2279500
9/1/17,157.520004,159.520004,157,158.190002,129.441666,1043200
9/5/17,158.190002,159.179993,156,156.880005,128.369781,1397800
9/6/17,157.570007,159.869995,157.100006,158.729996,129.883575,1676600
9/7/17,158.839996,161.639999,158.229996,160.800003,131.577393,1456800
9/8/17,160.5,160.860001,159.520004,159.559998,130.562698,915800
9/11/17,160.169998,161.309998,159.479996,160.320007,131.184631,736600
9/12/17,160.399994,161.770004,157,157.550003,128.918015,1302400
9/13/17,157.839996,160.429993,157.699997,160.429993,131.274612,1540600
9/14/17,160.460007,163.860001,160.179993,163.75,133.991272,1770300
9/15/17,164.490005,165.190002,163.210007,164.770004,134.825897,2811600
9/18/17,164.490005,164.729996,161.169998,161.520004,132.166534,1718200
9/19/17,161.220001,161.419998,158.800003,159.729996,130.701843,1733700
9/20/17,159.889999,160.630005,159.080002,159.899994,130.840942,1637000
9/21/17,159.759995,161.100006,159.169998,159.580002,130.579071,1231100
9/22/17,159.429993,160.199997,158.490005,158.809998,129.94902,855100
9/25/17,159.020004,162.100006,158.979996,160.479996,131.315506,933200
9/26/17,161.169998,164.179993,160.759995,163.509995,133.794922,1706500
9/27/17,163.100006,163.699997,159.669998,160.110001,131.012772,1478300
9/28/17,160.470001,161.919998,159.429993,161.589996,132.223816,1168600
9/29/17,160.770004,162,159.809998,161.009995,131.749222,1611000
10/2/17,161.179993,161.380005,159.5,159.690002,130.669098,1335600
10/3/17,159.550003,160.350006,157.910004,159.039993,130.137207,1168400
10/4/17,158.419998,160.240005,158.130005,159.839996,130.79184,1661700
10/5/17,160.410004,162.570007,159.910004,161.259995,131.953751,1371200
10/6/17,160.279999,161.119995,158.770004,160.240005,131.119186,1161900
10/9/17,160.199997,161.259995,160.139999,160.759995,131.544662,551500
10/10/17,161.559998,163.660004,161.110001,162.910004,133.303909,1076700
10/11/17,163.160004,165.110001,162.619995,165.080002,135.079544,1414900
